ID;User_ID;Table_rank_2022;Person;net_worth_in_BillionUSD_2022;Age_of_person_2022;date_of_year
1116;1256;1096;Alfred Gantner;2,80;54;2022
1117;2706;1096;Allan Goldman;2,80;79;2022
1118;1503;1096;Amy Goldman Fowler;2,80;67;2022
1119;1213;1096;J. Tomilson Hill;2,80;73;2022
1120;673;1096;Hong Jie;2,80;54;2022
1121;1362;1096;James Jannard;2,80;72;2022
1122;691;1096;Travis Kalanick;2,80;45;2022
1123;1510;1096;Diane Kemper;2,80;76;2022
1124;1649;1096;George Kurtz;2,80;51;2022
1125;871;1096;Kwek Leng Beng;2,80;81;2022
1126;1107;1096;Geoffrey Kwok;2,80;36;2022
1127;2707;1096;Lai Jianping;2,80;64;2022
1128;1111;1096;Maritsa Lazari;2,80;77;2022
1129;1734;1096;Alexis Le-Quoc;2,80;47;2022
1130;1112;1096;Angela Leong;2,80;61;2022
1131;1220;1096;Lin Chen-hai;2,80;75;2022
1132;1172;1096;Sergio Mantegazza;2,80;94;2022
1133;1173;1096;Hans Melchers;2,80;83;2022
1134;763;1096;Tom Morris;2,80;67;2022
1135;1457;1096;Eugene Murtagh;2,80;79;2022
1136;1066;1096;Philip Niarchos;2,80;68;2022
1137;1121;1096;Pan Dong;2,80;57;2022
1138;1072;1096;Sean Parker;2,80;42;2022
1139;1123;1096;Richard Peery;2,80;83;2022
1140;1033;1096;Gregorio Perez Companc;2,80;86;2022
1141;1034;1096;Sebastian Pinera;2,80;72;2022
1142;1178;1096;Nicholas Pritzker;2,80;78;2022
1143;1127;1096;Jeff Rothschild;2,80;67;2022
1144;1180;1096;Steven Sarowitz;2,80;56;2022
1145;919;1096;Isabella Seragnoli;2,80;76;2022
1146;881;1096;Stephen Smith;2,80;70;2022
1147;1387;1096;William Stone;2,80;66;2022
1148;2708;1096;Sun Hongbin;2,80;59;2022
1149;1075;1096;Sun Shoukuan;2,80;72;2022
1150;1234;1096;Henry Sy jr;2,80;69;2022
1151;1235;1096;Andrew Tan;2,80;70;2022
1152;1761;1096;Kenneth Tuchman;2,80;62;2022
1153;1077;1096;Tung Chee Hwa;2,80;84;2022
1154;1135;1096;Bulat Utemuratov;2,80;64;2022
1155;1186;1096;Anna Katharina Viessmann;2,80;64;2022
1156;1334;1096;Xicheng Wang;2,80;73;2022
1157;1280;1096;Urs Wietlisbach;2,80;60;2022
1158;1137;1096;Wong Man Li;2,80;57;2022
1159;1243;1096;Xie Weitong;2,80;65;2022
1160;2709;1096;Xu Chuanhua;2,80;87;2022
1161;1004;1096;Ye Xiaoping;2,80;59;2022
1162;2710;1096;Weiguo Zhao;2,80;55;2022
1163;1140;1163;Ben Ashkenazy;2,70;52;2022
1164;863;1163;Bill Austin;2,70;80;2022
1165;1493;1163;Pavel Baudis;2,70;61;2022
1166;1146;1163;Yvonne Bauer;2,70;45;2022
1167;890;1163;Giuliana Benetton;2,70;84;2022
1168;891;1163;Luciano Benetton;2,70;86;2022
1169;1345;1163;Aneel Bhusri;2,70;56;2022
1170;967;1163;George Bishop;2,70;84;2022
1171;1198;1163;Vivek Chand Burman;2,70;84;2022
1172;1290;1163;Morris Chang;2,70;90;2022
1173;2711;1163;Jinxia Chen;2,70;54;2022
1174;842;1163;Cho Jung-ho;2,70;63;2022
1175;1791;1163;Jack Cockwell;2,70;81;2022
1176;978;1163;Edward DeBartolo jr;2,70;75;2022
1177;1251;1163;Abilio dos Santos Diniz;2,70;85;2022
1178;1155;1163;John Dorrance III.;2,70;78;2022
1179;2712;1163;Hailiang Feng;2,70;61;2022
1180;1425;1163;Xingjiang Gao;2,70;58;2022
1181;3106;1163;Carlos Hank Rhon;2,70;74;2022
1182;984;1163;Vivek Jain;2,70;66;2022
1183;1217;1163;Brad Kelley;2,70;65;2022
1184;1163;1163;Alicia Koplowitz;2,70;68;2022
1185;2286;1163;Li Li;2,70;56;2022
1186;1174;1163;C. Dean Metropoulos;2,70;75;2022
1187;1119;1163;Dan Olsson;2,70;75;2022
1188;1267;1163;Tor Peterson;2,70;57;2022
1189;1228;1163;John Pritzker;2,70;68;2022
1190;610;1163;Hussain Sajwani;2,70;69;2022
1191;1076;1163;Tseng Cheng;2,70;60;2022
1192;1281;1163;Jerry Yang;2,70;53;2022
1193;887;1163;Takao Yasuda;2,70;72;2022
1194;1485;1163;Yu Qibing;2,70;56;2022
1195;2367;1163;Zhang Xuezheng;2,70;46;2022
1196;964;1196;Abdulla bin Ahmad Al Ghurair;2,60;64;2022
1197;1007;1196;Isak Andic;2,60;68;2022
1198;1088;1196;Harindarpal Banga;2,60;71;2022
1199;1090;1196;Anne Beaufour;2,60;58;2022
1200;1091;1196;Henri Beaufour;2,60;56;2022
1201;1625;1196;Sanjeev Bikhchandani;2,60;58;2022
1202;968;1196;Norman Braman;2,60;89;2022
1203;1347;1196;J. Hyatt Brown;2,60;84;2022
1204;1048;1196;Chen Lip Keong;2,60;74;2022
1205;776;1196;Jim Coulter;2,60;62;2022
1206;1895;1196;Federico De Nora;2,60;54;2022
1207;1351;1196;Dong Wei;2,60;51;2022
1208;1209;1196;Sandeep Engineer;2,60;60;2022
1209;2713;1196;Alceu Elias Feldmann;2,60;72;2022
1210;3023;1196;Frank Fertitta III.;2,60;60;2022
1211;1054;1196;Lorenzo Fertitta;2,60;53;2022
1212;1253;1196;Doris Fisher;2,60;90;2022
1213;1211;1196;Alec Gores;2,60;69;2022
1214;2011;1196;Rajinder Gupta;2,60;63;2022
1215;675;1196;Igor Kesaev;2,60;55;2022
1216;1920;1196;Raj Kumar;2,60;67;2022
1217;1219;1196;Li Hongxin;2,60;69;2022
1218;2041;1196;Liu Fangyi;2,60;52;2022
1219;1931;1196;Lu Zhongfang;2,60;79;2022
1220;1455;1196;Nirmal Minda;2,60;64;2022
1221;951;1196;Farhad Moshiri;2,60;66;2022
1222;1175;1196;Hans Georg Naeder;2,60;60;2022
1223;1227;1196;Eren Ozmen;2,60;63;2022
1224;1668;1196;Ronald Perelman;2,60;79;2022
1225;914;1196;Ravi Pillai;2,60;68;2022
1226;1268;1196;Daniel Pritzker;2,60;62;2022
1227;1272;1196;Matthias Reinhart;2,60;62;2022
1228;1179;1196;Alejandro Santo Domingo;2,60;45;2022
1229;826;1196;Vivek Chaand Sehgal;2,60;65;2022
1230;1385;1196;Kavitark Ram Shriram;2,60;65;2022
1231;1274;1196;Hans Sy;2,60;66;2022
1232;1275;1196;Herbert Sy;2,60;65;2022
1233;663;1196;Tahir;2,60;70;2022
1234;1477;1196;Wang Linpeng;2,60;53;2022
1235;1399;1196;David Wertheim;2,60;64;2022
1236;1241;1196;Oprah Winfrey;2,60;68;2022
1237;2714;1196;Xingming Zhu;2,60;55;2022
1238;1246;1238;Abdulla Al Futtaim;2,50;64;2022
1239;1084;1238;Suhail Bahwan;2,50;83;2022
1240;1089;1238;Ulrike Baro;2,50;64;2022
1241;1143;1238;David Baszucki;2,50;59;2022
1242;1196;1238;Thor Bjorgolfsson;2,50;55;2022
1243;1197;1238;Charles Bronfman;2,50;90;2022
1244;1557;1238;Chen Qiongxiang;2,50;64;2022
1245;1250;1238;Chen Tei-fu;2,50;73;2022
1246;2715;1238;Chuchat Petaumpai and Daonapa Petampai;2,50;69;2022
1247;1203;1238;Leon G. Cooperman;2,50;78;2022
1248;1051;1238;Smita Crishna-Godrej;2,50;71;2022
1249;1012;1238;Jacques D  Amours;2,50;65;2022
1250;1153;1238;Maria Del Pino;2,50;66;2022
1251;2135;1238;Yoichi Erikawa;2,50;64;2022
1252;1254;1238;Gerald Ford;2,50;77;2022
1253;1056;1238;Adi Godrej;2,50;80;2022
1254;1057;1238;Jamshyd Godrej;2,50;73;2022
1255;1101;1238;Nadir Godrej;2,50;71;2022
1256;1430;1238;Sanjiv Goenka;2,50;61;2022
1257;1432;1238;Stein Erik Hagen;2,50;65;2022
1258;1020;1238;Donald Horton;2,50;72;2022
1259;1505;1238;Hu Yangzhong;2,50;57;2022
1260;1215;1238;Baba Kalyani;2,50;73;2022
1261;1307;1238;Stephen Lansdown;2,50;69;2022
1262;1167;1238;Mark Leonard;2,50;65;2022
1263;2039;1238;William Li;2,50;47;2022
1264;2042;1238;K.C. Liu;2,50;68;2022
1265;1026;1238;Liu Xiaodong;2,50;54;2022
1266;1518;1238;Aloke Lohia;2,50;63;2022
1267;789;1238;Mohamed Mansour;2,50;74;2022
1268;1312;1238;Kishore Mariwala;2,50;87;2022
1269;1264;1238;Jed McCaleb;2,50;47;2022
1270;2716;1238;Enhua Mi;2,50;64;2022
1271;1223;1238;Willy Michel;2,50;75;2022
1272;1224;1238;Lachhman Das Mittal;2,50;91;2022
1273;950;1238;Ravi Modi;2,50;45;2022
1274;1372;1238;Charles Munger;2,50;98;2022
1275;1065;1238;Rishad Naoroji;2,50;70;2022
1276;2717;1238;Yongpei Ni;2,50;70;2022
1277;1265;1238;Fatih Ozmen;2,50;64;2022
1278;1229;1238;Qiu Minxiu;2,50;76;2022
1279;1073;1238;Stewart Rahr;2,50;76;2022
1280;1379;1238;Prathap Reddy;2,50;90;2022
1281;1381;1238;Chad Richison;2,50;51;2022
1282;825;1238;Karin Sartorius-Herbst;2,50;64;2022
1283;1129;1238;Christiane Schoeller;2,50;64;2022
1284;1677;1238;Suh Kyung-bae;2,50;59;2022
1285;1133;1238;Glen Taylor;2,50;80;2022
1286;382;1238;Nadia Thiele;2,50;46;2022
1287;1763;1238;Wang Minwen;2,50;58;2022
1288;1403;1238;Huijiao Yu;2,50;56;2022
1289;1487;1238;Zhang Ning;2,50;48;2022
1290;1488;1238;Zhao Tao;2,50;56;2022
1291;1190;1238;Hongyi Zhou;2,50;51;2022
1292;2104;1292;Rajendra Agarwal;2,40;63;2022
1293;1341;1292;George Argyros;2,40;85;2022
1294;1247;1292;Edward Bass;2,40;76;2022
1295;2112;1292;Banwari Lal Bawri;2,40;69;2022
1296;1995;1292;Girdhari Lal Bawri;2,40;74;2022
1297;1291;1292;Chao Teng-hsiung;2,40;77;2022
1298;2718;1292;Zhisong Chen;2,40;56;2022
1299;1788;1292;Chey Tae-won;2,40;61;2022
1300;1049;1292;Choo Chong Ngen;2,40;68;2022
1301;932;1292;John Coates;2,40;52;2022
1302;1561;1292;Alexandra Daitch;2,40;59;2022
1303;2719;1292;Chetan Dube;2,40;56;2022
1304;1297;1292;Daniel Ek;2,40;39;2022
1305;1298;1292;John Fisher;2,40;60;2022
1306;1255;1292;Bernard Fraisse;2,40;65;2022
1307;1501;1292;William Franke;2,40;84;2022
1308;1574;1292;Caroline Hagen Kjos;2,40;38;2022
1309;1306;1292;Lam Kong;2,40;57;2022
1310;1109;1292;Hans Langer;2,40;70;2022
1311;1651;1292;Joe Lau;2,40;32;2022
1312;1308;1292;Kevin David Lehmann;2,40;19;2022
1313;1826;1292;Liang Qin;2,40;50;2022
1314;1170;1292;Peter Lim;2,40;68;2022
1315;1588;1292;Sarah MacMillan;2,40;68;2022
1316;1263;1292;Kalanithi Maran;2,40;56;2022
1317;1318;1292;Lirio Parisotto;2,40;68;2022
1318;1271;1292;Rajan Raheja;2,40;67;2022
1319;2720;1292;Alberto Roemmers;2,40;95;2022
1320;1038;1292;Rodney Sacks;2,40;72;2022
1321;1230;1292;Ferit Faik Sahenk;2,40;58;2022
1322;916;1292;Hilton Schlosberg;2,40;69;2022
1323;1326;1292;Alberto Siccardi;2,40;77;2022
1324;1130;1292;Salil Singhal;2,40;74;2022
1325;1606;1292;Lucy Stitzer;2,40;62;2022
1326;1534;1292;Otto Toto Sugiri;2,40;68;2022
1327;1389;1292;Harley Sy;2,40;62;2022
1328;1390;1292;Teresita Sy-Coson;2,40;71;2022
1329;1391;1292;Katsumi Tada;2,40;76;2022
1330;1328;1292;Tang Yiu;2,40;88;2022
1331;1971;1292;Jeff Tangney;2,40;49;2022
1332;1394;1292;Lottie Tham;2,40;72;2022
1333;1330;1292;T.Y. Tsai;2,40;69;2022
1334;961;1292;Timur Turlov;2,40;34;2022
1335;1476;1292;Hamdi Ulukaya;2,40;49;2022
1336;1239;1292;Peter Unger;2,40;77;2022
1337;1686;1292;Nikil Viswanathan;2,40;34;2022
1338;1861;1292;Anthony Wood;2,40;56;2022
1339;1617;1292;Zhang Hongwei;2,40;67;2022
1340;1696;1292;Zhang Li;2,40;69;2022
1341;2721;1341;Houshan Bai;2,30;58;2022
1342;1407;1341;Alex Beard;2,30;54;2022
1343;1248;1341;Koos Bekker;2,30;69;2022
1344;1411;1341;William Boyd;2,30;90;2022
1345;1289;1341;Timothy Boyle;2,30;72;2022
1346;1412;1341;Anand Burman;2,30;69;2022
1347;1149;1341;Richard Chandler;2,30;63;2022
1348;1628;1341;R.G. Chandramogan;2,30;73;2022
1349;2722;1341;Cho Young-sik;2,30;60;2022
1350;1293;1341;Chu Lam Yiu;2,30;52;2022
1351;1705;1341;Kommer Damen;2,30;78;2022
1352;1205;1341;Henry Davis;2,30;71;2022
1353;1152;1341;Ray Davis;2,30;80;2022
1354;738;1341;Stephen Feinberg;2,30;62;2022
1355;1016;1341;Kenneth Feld;2,30;73;2022
1356;1100;1341;Alexander Frolov;2,30;57;2022
1357;1502;1341;Mario Germano Giuliani;2,30;50;2022
1358;1210;1341;Serge Godin;2,30;72;2022
1359;1354;1341;Noam Gottesman;2,30;60;2022
1360;2723;1341;Philip and Cristina Green;2,30;70;2022
1361;1641;1341;Yusuf Hamied;2,30;85;2022
1362;1212;1341;Bill Haslam;2,30;63;2022
1363;1358;1341;Hans-Werner Hector;2,30;82;2022
1364;1910;1341;Ho Hung Anh;2,30;51;2022
1365;1435;1341;Douglas Hsu;2,30;79;2022
1366;1300;1341;Erman Ilicak;2,30;54;2022
1367;1812;1341;Zhaobai Jiang;2,30;58;2022
1368;1725;1341;Osman Kibar;2,30;51;2022
1369;1164;1341;Adam Kwok;2,30;39;2022
1370;1110;1341;Frank Laukien;2,30;62;2022
1371;1166;1341;Louis Le Duff;2,30;75;2022
1372;1366;1341;Solomon Lew;2,30;77;2022
1373;1515;1341;Liang Rubo;2,30;39;2022
1374;1516;1341;Liang Zhaoxian;2,30;57;2022
1375;1222;1341;Prayudh Mahagitsiri;2,30;76;2022
1376;1313;1341;Clayton Mathile;2,30;81;2022
1377;1029;1341;Erwin Franz Mueller;2,30;89;2022
1378;1316;1341;David Murdock;2,30;98;2022
1379;1942;1341;Rubens Ometto Silveira Mello;2,30;72;2022
1380;2724;1341;Erik Paulsson;2,30;80;2022
1381;1376;1341;Heloise Pratt;2,30;59;2022
1382;1270;1341;Qiu Jianping;2,30;60;2022
1383;822;1341;Dirk Rossmann;2,30;75;2022
1384;1672;1341;Karin Schick;2,30;64;2022
1385;1325;1341;Stephan Schmidheiny;2,30;74;2022
1386;1231;1341;Wenrong Shen;2,30;76;2022
1387;1000;1341;Guangxin Sun;2,30;59;2022
1388;2725;1341;Mengquan Sun;2,30;72;2022
1389;1134;1341;Thomas Tull;2,30;51;2022
1390;1278;1341;Ted Turner;2,30;83;2022
1391;1279;1341;David Walentas;2,30;83;2022
1392;2726;1341;Yingming Wu;2,30;55;2022
1393;2727;1341;Yingzhuo Xu;2,30;54;2022
1394;1339;1341;Christoph Zeller;2,30;64;2022
1395;1543;1341;Zhang Wanzhen;2,30;72;2022
1396;2728;1341;Xiaojuan Zhang;2,30;52;2022
1397;1492;1397;Michael Ashcroft;2,20;76;2022
1398;2729;1397;Alex Atallah;2,20;30;2022
1399;1346;1397;Brett Blundy;2,20;62;2022
1400;2730;1397;Chris Britt;2,20;49;2022
1401;1148;1397;Cen Junda;2,20;57;2022
1402;1204;1397;Yadu Hari Dalmia;2,20;74;2022
1403;2731;1397;Zhenggang Dou;2,20;68;2022
1404;2132;1397;Weimin Du;2,20;58;2022
1405;2732;1397;Devin Finzer;2,20;31;2022
1406;1099;1397;Robert Friedland;2,20;71;2022
1407;1638;1397;Phillip Frost;2,20;85;2022
1408;1355;1397;Jeffrey Gundlach;2,20;63;2022
1409;1504;1397;John Hancock;2,20;46;2022
1410;1299;1397;Georg Haub;2,20;60;2022
1411;1434;1397;Hortensia Herrero;2,20;71;2022
1412;1578;1397;B. Wayne Hughes jr;2,20;61;2022
1413;1303;1397;Bruce Karsh;2,20;66;2022
1414;1511;1397;Shlomo Kramer;2,20;56;2022
1415;1108;1397;Jonathan Kwok;2,20;30;2022
1416;1444;1397;Christian Latouche;2,20;81;2022
1417;1513;1397;Martin Lau;2,20;49;2022
1418;1824;1397;Li Wa;2,20;56;2022
1419;1367;1397;Liang Xinjun;2,20;54;2022
1420;1446;1397;Lin Chang Su-O;2,20;81;2022
1421;1517;1397;Lin Fanlian;2,20;60;2022
1422;1739;1397;Lin Lairong;2,20;53;2022
1423;1449;1397;Daniel Lubetzky;2,20;53;2022
1424;1371;1397;Howard Marks;2,20;75;2022
1425;1520;1397;Craig McCaw;2,20;72;2022
1426;1115;1397;Vincent McMahon;2,20;76;2022
1427;1456;1397;Mu Rongjun;2,20;42;2022
1428;952;1397;Jonathan Nelson;2,20;65;2022
1429;1528;1397;Bianca Rinehart;2,20;45;2022
1430;1529;1397;Ginia Rinehart;2,20;35;2022
1431;1323;1397;Filiz Sahenk;2,20;55;2022
1432;1676;1397;S.D. Shibulal;2,20;67;2022
1433;1473;1397;Alexander Svetakov;2,20;54;2022
1434;883;1397;Jeffrey Talpins;2,20;47;2022
1435;2733;1397;Ming Tian;2,20;68;2022
1436;1236;1397;Arvind Tiku;2,20;52;2022
1437;1474;1397;Torsten Toeller;2,20;55;2022
1438;1683;1397;Riaz Valani;2,20;45;2022
1439;1684;1397;Pieter van der Does;2,20;52;2022
1440;1333;1397;Lang Walker;2,20;76;2022
1441;1538;1397;Hope Welker;2,20;36;2022
1442;1337;1397;Xie Bingkun;2,20;55;2022
1443;1539;1397;William Young;2,20;81;2022
1444;1545;1397;Zhou Jian;2,20;45;2022
1445;2734;1445;Bill and Jean Adderley;2,10;64;2022
1446;1490;1445;Mohamed Al Fayed;2,10;93;2022
1447;1621;1445;Faisal Bin Qassim Al Thani;2,10;74;2022
1448;1623;1445;Masaaki Arai;2,10;56;2022
1449;218;1445;Tatyana Bakalchuk;2,10;46;2022
1450;1286;1445;Lee Bass;2,10;65;2022
1451;1008;1445;Alberto Bombassei;2,10;81;2022
1452;1703;1445;Jim Breyer;2,10;60;2022
1453;893;1445;Ron Burkle;2,10;69;2022
1454;2735;1445;Chen Huwen;2,10;51;2022
1455;2736;1445;Chen Huxiong;2,10;51;2022
1456;2121;1445;Chen Xuehua;2,10;61;2022
1457;1414;1445;Bruce Cheng;2,10;86;2022
1458;933;1445;Ryan Cohen;2,10;36;2022
1459;1350;1445;Dermot Desmond;2,10;71;2022
1460;2737;1445;Fred Ehrsam;2,10;33;2022
1461;1709;1445;John Elkann;2,10;46;2022
1462;1422;1445;Bob Ell;2,10;77;2022
1463;2738;1445;Fang Xiaoliang;2,10;63;2022
1464;900;1445;Lindsay Fox;2,10;84;2022
1465;2260;1445;Gary Friedman;2,10;64;2022
1466;1426;1445;Gordon Getty;2,10;88;2022
1467;1428;1445;Dennis Gillings;2,10;77;2022
1468;1429;1445;Harsh Goenka;2,10;64;2022
1469;2739;1445;David Hains;2,10;91;2022
1470;1433;1445;Bahaa Hariri;2,10;55;2022
1471;1357;1445;Shmuel Harlap;2,10;77;2022
1472;1716;1445;Gerry Harvey;2,10;82;2022
1473;1576;1445;Reid Hoffman;2,10;54;2022
1474;1160;1445;Hou Juncheng;2,10;57;2022
1475;1361;1445;Thomas James;2,10;79;2022
1476;1818;1445;Eiichi Kuriwada;2,10;75;2022
1477;1261;1445;Kwek Leng Kee;2,10;67;2022
1478;1364;1445;Lai Shixian;2,10;47;2022
1479;1733;1445;Lau Cho Kun;2,10;86;2022
1480;2161;1445;Lee Hae-jin;2,10;54;2022
1481;1368;1445;Harald Link;2,10;67;2022
1482;1930;1445;Liu Xiucai;2,10;65;2022
1483;2740;1445;Yangyong Luo;2,10;46;2022
1484;1370;1445;Igor Makarov;2,10;60;2022
1485;3307;1445;Alexander Mamut;2,10;62;2022
1486;1659;1445;David Mindus;2,10;50;2022
1487;1120;1445;Yuji Otsuka;2,10;68;2022
1488;1524;1445;Clive Palmer;2,10;68;2022
1489;1593;1445;Ajay Parekh;2,10;64;2022
1490;1594;1445;Narendrakumar Parekh;2,10;83;2022
1491;2741;1445;Xiangdong Qi;2,10;51;2022
1492;2742;1445;Jianhua Ren;2,10;65;2022
1493;1383;1445;Alice Schwartz;2,10;95;2022
1494;1605;1445;Peter Sondakh;2,10;72;2022
1495;2202;1445;Song Fei;2,10;55;2022
1496;1469;1445;Timothy Springer;2,10;74;2022
1497;2743;1445;Suyu Su;2,10;73;2022
1498;1607;1445;Elizabeth Sy;2,10;69;2022
1499;1001;1445;Sukanto Tanoto;2,10;72;2022
1500;1331;1445;Jayshree Ullal;2,10;61;2022
1501;1002;1445;Sunny Varkey;2,10;64;2022
1502;1611;1445;Jitendra Virwani;2,10;56;2022
1503;1613;1445;Wang Ren-sheng;2,10;90;2022
1504;1397;1445;Wang Wenmo;2,10;65;2022
1505;1690;1445;Thomas Wu;2,10;72;2022
1506;1862;1445;Wu Ying;2,10;57;2022
1507;1692;1445;Amy Wyss;2,10;51;2022
1508;1865;1445;Xiang Guangming;2,10;58;2022
1509;1338;1445;Xu Shugen;2,10;56;2022
1510;1868;1445;Steven Meng Yang;2,10;39;2022
1511;1405;1445;Clayton Zekelman;2,10;53;2022
1512;1544;1445;Hongfei Zhao;2,10;47;2022
1513;1191;1513;S. Daniel Abraham;2,00;97;2022
1514;1877;1513;Aziz Akhannouch;2,00;61;2022
1515;1491;1513;Andrey Andreev;2,00;48;2022
1516;838;1513;Ramon Ang;2,00;68;2022
1517;2744;1513;Guilherme Benchimol;2,00;45;2022
1518;1550;1513;Julio Bozano;2,00;86;2022
1519;2382;1513;Ryan Breslow;2,00;27;2022
1520;1495;1513;Cao Jianwei;2,00;43;2022
1521;1199;1513;Herb Chambers;2,00;80;2022
1522;1416;1513;Daniel Chiu;2,00;61;2022
1523;1631;1513;Tim Cook;2,00;61;2022
1524;895;1513;Brunello Cucinelli;2,00;68;2022
1525;1420;1513;Georgi Domuschiev;2,00;49;2022
1526;1421;1513;Kiril Domuschiev;2,00;52;2022
1527;1094;1513;Glenn Dubin;2,00;64;2022
1528;1295;1513;James Duff;2,00;61;2022
1529;1296;1513;Thomas Duff;2,00;65;2022
1530;1636;1513;Robert Duggan;2,00;77;2022
1531;1500;1513;Maria Franca Fissolo;2,00;87;2022
1532;1899;1513;Fu Mingkang;2,00;59;2022
1533;1719;1513;Jay Hennick;2,00;65;2022
1534;2269;1513;Orion Hindawi;2,00;42;2022
1535;758;1513;Ji Qi;2,00;55;2022
1536;1726;1513;Kim Chang-soo;2,00;61;2022
1537;785;1513;Vyacheslav Kim;2,00;52;2022
1538;2745;1513;Kuan Kam Hon;2,00;74;2022
1539;986;1513;Egor Kulkov;2,00;50;2022
1540;786;1513;Josh Kushner;2,00;36;2022
1541;1165;1513;Henry Laufer;2,00;76;2022
1542;2746;1513;Thomas Lee;2,00;78;2022
1543;2035;1513;Michael Lee-Chin;2,00;71;2022
1544;2747;1513;Li Xuhui;2,00;53;2022
1545;1311;1513;Lim Kok Thay;2,00;70;2022
1546;1654;1513;Joao Roberto Marinho;2,00;68;2022
1547;1655;1513;Jose Roberto Marinho;2,00;66;2022
1548;1656;1513;Roberto Irineu Marinho;2,00;74;2022
1549;1829;1513;Jim McKelvey;2,00;56;2022
1550;1590;1513;Robert Miller;2,00;88;2022
1551;1317;1513;David Nahmad;2,00;74;2022
1552;1460;1513;Florentino Perez;2,00;75;2022
1553;1596;1513;Jennifer Pritzker;2,00;71;2022
1554;1526;1513;Linda Pritzker;2,00;68;2022
1555;2188;1513;P.V. Ramprasad Reddy;2,00;64;2022
1556;1753;1513;Joe Rogers jr;2,00;75;2022
1557;1754;1513;Ruan Shuilong;2,00;86;2022
1558;877;1513;Phil Ruffin;2,00;87;2022
1559;1671;1513;Vinod Saraf;2,00;69;2022
1560;1181;1513;Maria-Elisabeth Schaeffler-Thumann;2,00;80;2022
1561;1674;1513;Genhuo Shao;2,00;56;2022
1562;1675;1513;Shen Xiqiang;2,00;74;2022
1563;1604;1513;Shi Wen-long;2,00;94;2022
1564;1467;1513;Thaksin Shinawatra;2,00;72;2022
1565;1131;1513;Alexander Skorobogatko;2,00;54;2022
1566;1533;1513;Sylvia Stroeher;2,00;66;2022
1567;1536;1513;Wichai Thongtang;2,00;75;2022
1568;1687;1513;Todd Wagner;2,00;61;2022
1569;2212;1513;Wang Jianguo;2,00;62;2022
1570;2082;1513;Shuifu Wang;2,00;67;2022
1571;2748;1513;Wenbiao Wang;2,00;65;2022
1572;2749;1513;Kanye West;2,00;44;2022
1573;1688;1513;Evan Williams;2,00;50;2022
1574;1864;1513;Zhongyi Wu;2,00;48;2022
1575;2750;1513;Zhihan Xu;2,00;49;2022
1576;1693;1513;Yan Zhi;2,00;49;2022
1577;1484;1513;Michael Ying;2,00;72;2022
1578;2093;1513;Yuan Liping;2,00;51;2022
1579;1489;1579;Anu Aga;1,90;79;2022
1580;1045;1579;Joy Alukkas;1,90;65;2022
1581;1344;1579;Sezai Bacaksiz;1,90;72;2022
1582;2751;1579;Baokun Bai;1,90;52;2022
1583;839;1579;Acharya Balkrishna;1,90;49;2022
1584;2110;1579;Kiki Barki;1,90;82;2022
1585;1996;1579;John Bloor;1,90;78;2022
1586;1552;1579;Nicola Bulgari;1,90;81;2022
1587;1627;1579;Alejandro Bulgheroni;1,90;77;2022
1588;1704;1579;Chen Kaichen;1,90;64;2022
1589;1151;1579;Fernando Chico Pardo;1,90;70;2022
1590;2752;1579;Jose Luis Cutrale;1,90;75;2022
1591;1634;1579;D. Leopoldo Del Pino;1,90;59;2022
1592;1564;1579;James Dinan;1,90;62;2022
1593;1710;1579;Francois Feuillet;1,90;73;2022
1594;2753;1579;Guangming Fu;1,90;68;2022
1595;1712;1579;Mario Gabelli;1,90;80;2022
1596;2007;1579;Reinold Geiger;1,90;74;2022
1597;1908;1579;He Zhenggang;1,90;68;2022
1598;2754;1579;Roberto Hernandez Ramirez;1,90;80;2022
1599;2142;1579;Hoi Kin Hong;1,90;69;2022
1600;1507;1579;Huang Qiaoling;1,90;63;2022
1601;1363;1579;Willis Johnson;1,90;74;2022
1602;1724;1579;Keeree Kanjanapas;1,90;71;2022
1603;2755;1579;Kim Dae-il;1,90;42;2022
1604;2756;1579;Kim Hyoung-nyon;1,90;46;2022
1605;631;1579;Andrei Kozitsyn;1,90;61;2022
1606;1441;1579;Thomas Kwok;1,90;70;2022
1607;1735;1579;Lei Jufang;1,90;69;2022
1608;1586;1579;David Lichtenstein;1,90;60;2022
1609;1587;1579;Lin Dingqiang;1,90;55;2022
1610;762;1579;Mikhail Lomtadze;1,90;46;2022
1611;1450;1579;Melissa Ma;1,90;64;2022
1612;1743;1579;Yusaku Maezawa;1,90;46;2022
1613;1453;1579;Katarina Martinson;1,90;40;2022
1614;2757;1579;Shouliang Miao;1,90;67;2022
1615;1935;1579;Romano Minozzi;1,90;87;2022
1616;720;1579;Pedro Moreira Salles;1,90;62;2022
1617;1458;1579;Alexander Nesis;1,90;59;2022
1618;2181;1579;Nguyen Dang Quang;1,90;58;2022
1619;1523;1579;Oei Hong Leong;1,90;74;2022
1620;1665;1579;Nihat Ozdemir;1,90;72;2022
1621;2758;1579;Gretel Packer;1,90;56;2022
1622;1666;1579;Benjamin Zhengmin Pan;1,90;52;2022
1623;1461;1579;Victor Pinchuk;1,90;61;2022
1624;1177;1579;Alexander Ponomarenko;1,90;57;2022
1625;2759;1579;Qi Jinxing;1,90;60;2022
1626;1599;1579;Larry Robbins;1,90;52;2022
